taxon,food_subtype,food_type,kingdom,phylum,class,order,suborder,family,subfamily,tribe,genus,species,subspecies,variety,form,group,cultivar,phenotype,binomial,nomial,trinomial,part_variant,classold,food_region,food_state,food_name_prefix,food_name,food_part,food_subpart,food_form_prefix,food_form,food_keywords,description_long,description_short,protein,lipid,carbohydrate,mineral,kilocalories,starch,sucrose,glucose,fructose,lactose,maltose,ethanol,water,caffeine,theobromine,kilojoules,sugar,galactose,fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,fluoride,manganese,selenium,vitamin_a_ui,retinol,vitamin_a_rae,beta_carotene,alpha_carotene,alpha_tocopherol,vitamin_d,ergocalciferol,cholecalciferol,beta_cryptoxanthin,lycopene,lutein_and_zeaxanthin,beta_tocopherol,gamma_tocopherol,delta_tocopherol,alpha_tocotrienol,beta_tocotrienol,gamma_tocotrienol,delta_tocotrienol,ascorbic_acid,thiamin,riboflavin,niacin,pantothenic_acid,vitamin_b6,folate_total,cyanocobalamin,choline,menaquinone_4,dihydrophylloquinone,phylloquinone,folic_acid,folate,folate_dfe,betaine,tryptophan,threonine,isoleucine,leucine,lysine,methionine,cystine,phenylalanine,tyrosine,valine,arginine,histidine,alanine,aspartic_acid,glutamic_acid,glycine,proline,serine,hydroxyproline,cholesterol,fc04_d0,saturated_fat,c04_d0,c06_d0,c08_d0,c10_d0,c12_d0,c14_d0,c16_d0,c18_d0,c20_d0,c18_d1_undifferentiated,c18_d2_undifferentiated,c18_d3_undifferentiated,c20_d4_undifferentiated,c22_d6_n3_dha,c22_d0,c14_d1,c16_d1_undifferentiated,c18_d4,c20_d1,c20_d5_n3,c22_d1_undifferentiated,c22_d5_n3,phytosterol,stigmasterol,campesterol,beta_sitosterol,monounsaturated_fat,polyunsaturated_fat,c15_d0,c17_d0,c24_d0,c16_d1_trans,c18_d1_trans,c22_d1_trans,c18_d2_trans,c18_d2_mixed,c18_d2_trans_trans,c18_d2_clas,c24_d1_cis,c20_d2_n6_cis_cis,c16_d1_cis,c18_d1_cis,c18_d2_n6_cis_cis,c22_d1_cis,c18_d3_n6_cis_cis_cis,c17_d1,c20_d3_undifferentiated,trans_monoenoic_fat,trans_polyenoic_fat,c13_d0,c15_d1,c18_d3_n3_cis_cis_cis,c20_d3_n3,c20_d3_n6,c20_d4_n6,c18_d3_mixed,c21_d5,c22_d4,c18_d1_d11_t_c18_d1t_n7
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,agar,,,,,"uk, british, dg","Agar, dried","AGAR, DRIED",1.3,1.2,,,16.0,,,,,,,,9.7,,,67.0,,,,760.0,20.6,620.0,50.0,110.0,110.0,14.4,,,4.3,,,,,,,,,,,,,,,,,,,,,,0.01,0.22,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,agar,,,,,"uk, british, dg","Agar, dried, soaked and drained","AGAR, DRIED, SOAKED AND DRAINED",0.2,0.1,,,2.0,,,,,,,,84.2,,,7.0,,,,110.0,3.5,75.0,8.0,20.0,10.0,2.5,,,0.4,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,alfalfa sprouts,,,,,"uk, british, dg","Alfalfa sprouts, raw","ALFALFA SPROUTS, RAW",4.0,0.7,0.4,,24.0,,,0.1,0.2,,,,93.4,,,100.0,0.3,,,32.0,1.0,27.0,70.0,79.0,6.0,0.9,0.16,,0.2,,,,16.0,96.0,,,,,,,,,,,,,,,,2.0,0.04,0.06,0.5,0.56,0.03,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plant,plantae,,,,,,,,,,,,,,,,,,,,,united kingdom,,,allspice,,,,,"uk, british, h","Allspice, ground","ALLSPICE, GROUND",6.1,8.7,,,,,,,,,,,8.5,,,,,,,660.0,7.1,130.0,110.0,1040.0,77.0,1.0,0.55,,1.7,,,,54.0,,,,,,,,,,,,,,,,,,0.1,0.06,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,almonds,,,,,"uk, british, ga","Almonds, flaked and ground","ALMONDS, FLAKED AND GROUND",21.1,55.8,6.9,,612.0,2.7,4.2,,,,,,4.2,,,2534.0,4.2,,,240.0,3.0,270.0,550.0,780.0,14.0,3.2,1.0,,1.7,2.0,,,,,,23.77,,,,,,,0.26,0.81,,,,,,,0.21,0.75,3.1,0.44,0.15,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,almonds,,,,,"uk, british, ga","Almonds, toasted","ALMONDS, TOASTED",21.0,52.5,5.9,,579.0,0.8,5.0,,,,0.1,,2.4,,,2394.0,5.1,,10.9,268.0,3.73,279.0,471.0,713.0,3.0,3.3,1.1,,2.23,2.0,,,,1.0,,23.7,,,,,,,0.32,0.72,0.09,,,,,,0.08,1.2,3.6,0.32,0.14,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,almonds,,,,,"uk, british, ga","Almonds, weighed with shells","ALMONDS, WEIGHED WITH SHELLS",7.8,18.5,1.9,,205.0,0.3,1.5,0.1,,,,,1.6,,,847.0,1.6,,4.6,100.0,1.37,100.0,178.0,271.0,,1.2,0.38,,0.81,2.0,,,,,,9.42,,,,,,,0.09,0.24,0.03,,,,,,0.08,0.42,1.3,0.17,0.05,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,almonds,,,,,"uk, british, ga","Almonds, whole kernels","ALMONDS, WHOLE KERNELS",21.2,49.9,5.3,,554.0,0.8,4.1,0.2,0.1,,,,4.4,,,2292.0,4.5,0.1,12.5,269.0,3.71,270.0,481.0,733.0,1.0,3.1,1.031,,2.18,4.0,,,,1.0,,25.47,,,,,,,0.23,0.64,0.07,,,,,,0.21,1.14,3.6,0.47,0.14,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,amaranth leaves,,,,,"uk, british, dg","Amaranth leaves, boiled in unsalted water","AMARANTH LEAVES, BOILED IN UNSALTED WATER",3.0,0.3,0.3,,16.0,0.1,,,0.2,,,,90.4,,,67.0,0.2,,,220.0,2.4,110.0,54.0,540.0,11.0,0.5,0.11,,0.9,,,,245.0,1370.0,160.0,,,,,80.0,,,,,,,,,,31.0,0.03,0.16,0.7,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,amaranth leaves,,,,,"uk, british, dg","Amaranth leaves, raw","AMARANTH LEAVES, RAW",3.5,0.3,0.3,,18.0,0.1,,,0.2,,,,88.9,,,75.0,0.2,,,270.0,3.0,130.0,65.0,620.0,13.0,0.6,0.13,,1.0,,,,285.0,1585.0,185.0,,,,,93.0,,,,,,,,,,42.0,0.07,0.22,0.7,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,amla,,,,,"uk, british, fa",Amla,AMLA,0.5,0.1,13.7,,58.0,,,,,,,,81.8,,,243.0,,,,50.0,1.2,,20.0,230.0,5.0,,0.18,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,0.03,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plant,plantae,,,,,,,,,,,,,,,,,,,,,united kingdom,,,anise seeds,,,,,"uk, british, h",Anise seeds,ANISE SEEDS,17.6,15.9,,,,,,,,,,,9.5,,,,,,,650.0,37.0,170.0,440.0,1440.0,16.0,5.3,0.91,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apple juice concentrate,,,,,"uk, british, pe","Apple juice concentrate, unsweetened, commerical","APPLE JUICE CONCENTRATE, UNSWEETENED, COMMERICAL",0.5,0.6,57.6,,223.0,,10.4,13.2,33.9,,,,31.4,,,952.0,57.6,,,35.0,1.6,29.0,38.0,640.0,11.0,0.1,,,0.5,,,,,,,0.02,,,,,,,,,,,,,,49.0,0.01,0.02,0.7,0.22,0.07,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, cooking, baked with sugar, flesh only","APPLES, COOKING, BAKED WITH SUGAR, FLESH ONLY",0.2,0.4,17.1,,69.0,,8.1,2.4,6.6,,,,79.9,,,292.0,17.1,,1.9,5.0,0.17,3.0,8.0,100.0,1.0,,0.04,,0.02,,,,,,,0.12,,,,,,,,,,,,,,14.0,0.02,0.04,0.2,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, cooking, baked with sugar, flesh only, weighed with skin","APPLES, COOKING, BAKED WITH SUGAR, FLESH ONLY, WEIGHED WITH SKIN",0.2,0.3,14.3,,57.0,,6.8,2.0,5.5,,,,67.1,,,243.0,14.3,,1.6,4.0,0.14,3.0,6.0,84.0,1.0,,0.04,,0.02,,,,,,,0.1,,,,,,,,,,,,,,12.0,0.02,0.03,0.2,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, cooking, baked without sugar, flesh only","APPLES, COOKING, BAKED WITHOUT SUGAR, FLESH ONLY",0.2,0.4,11.4,,47.0,,1.9,2.5,7.0,,,,85.0,,,201.0,11.4,,2.0,3.0,0.12,3.0,8.0,103.0,1.0,,0.04,,0.02,,,,,,,0.13,,,,,,,,,,,,,,15.0,0.02,0.04,0.2,0.13,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, cooking, baked without sugar, flesh only, weighed with skin","APPLES, COOKING, BAKED WITHOUT SUGAR, FLESH ONLY, WEIGHED WITH SKIN",0.2,0.3,9.6,,40.0,,1.6,2.1,5.9,,,,71.4,,,168.0,9.6,,1.7,3.0,0.1,3.0,7.0,87.0,1.0,,0.03,,0.02,,,,,,,0.13,,,,,,,,,,,,,,13.0,0.02,0.03,0.2,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, f","Apples, cooking, raw, flesh only, peeled","APPLES, COOKING, RAW, FLESH ONLY, PEELED",0.3,0.3,8.9,,37.0,,1.0,2.0,5.9,,,,87.7,,,159.0,8.9,,1.7,4.0,0.1,3.0,7.0,88.0,2.0,,0.02,,0.02,,,,,,,0.12,,,,,,,,,,,,,,14.0,0.04,0.02,0.1,,0.06,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, f","Apples, cooking, raw, flesh only, weighed with skin and core","APPLES, COOKING, RAW, FLESH ONLY, WEIGHED WITH SKIN AND CORE",0.2,0.2,6.5,,27.0,,0.7,1.5,4.3,,,,64.0,,,116.0,6.4,,1.2,3.0,0.07,2.0,5.0,64.0,1.0,,0.01,,,,,,,,,0.09,,,,,,,,,,,,,,10.0,0.01,0.07,0.1,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, eating, dried","APPLES, EATING, DRIED",2.0,0.5,60.1,,238.0,,19.9,8.6,31.7,,,,21.6,,,1014.0,60.1,,,16.0,0.5,16.0,43.0,540.0,16.0,0.5,0.11,,0.5,,,,15.0,91.0,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, eating, raw, flesh and skin","APPLES, EATING, RAW, FLESH AND SKIN",0.6,0.5,11.6,,51.0,,2.8,2.1,6.7,,,,86.2,,,215.0,11.6,,1.2,5.0,0.09,4.0,8.0,100.0,1.0,,0.03,,0.04,,,,2.0,14.0,,0.09,,,,,,30.0,,,,,,,,6.0,0.04,0.04,0.1,0.1,0.07,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apples,,,,,"uk, british, fa","Apples, eating, raw, flesh and skin, weighed with core","APPLES, EATING, RAW, FLESH AND SKIN, WEIGHED WITH CORE",0.5,0.4,10.0,,43.0,,2.4,1.8,5.8,,,,75.0,,,183.0,10.0,,1.0,5.0,0.08,4.0,7.0,87.0,1.0,,0.03,,0.03,,,,2.0,,,0.08,,,,,,,,,,,,,,5.0,0.03,0.03,0.1,0.09,0.06,,,,,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apricots,,,,,"uk, british, fa","Apricots, dried","APRICOTS, DRIED",4.8,0.7,43.4,,188.0,,12.6,20.8,10.0,,,,14.7,,,802.0,43.4,,,92.0,4.1,65.0,120.0,1880.0,56.0,0.7,0.4,,0.4,7.0,,,105.0,640.0,9.0,,,,,,,,,,,,,,,,,0.2,3.0,0.7,0.17,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apricots,,,,,"uk, british, fa","Apricots, raw, flesh and skin","APRICOTS, RAW, FLESH AND SKIN",0.9,0.1,7.2,,31.0,,4.6,1.6,0.9,,,,87.2,,,134.0,7.2,,,15.0,0.5,11.0,20.0,270.0,2.0,0.1,0.06,,0.1,1.0,,,67.0,405.0,2.0,,,,,,,,,,,,,,,6.0,0.04,0.05,0.5,0.24,0.08,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apricots,,,,,"uk, british, fa","Apricots, raw, flesh and skin, weighed with stones","APRICOTS, RAW, FLESH AND SKIN, WEIGHED WITH STONES",0.8,0.1,6.6,,29.0,,4.2,1.5,0.8,,,,80.2,,,123.0,6.6,,,14.0,0.5,10.0,18.0,250.0,2.0,0.1,0.05,,0.1,1.0,,,63.0,375.0,2.0,,,,,,,,,,,,,,,5.0,0.04,0.05,0.5,0.22,0.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,apricots,,,,,"uk, british, fa","Apricots, ready-to-eat, semi-dried","APRICOTS, READY-TO-EAT, SEMI-DRIED",2.2,0.5,39.4,,161.0,,3.9,25.1,10.4,,,,39.6,,,686.0,39.4,,5.3,71.0,1.35,34.0,67.0,1039.0,9.0,0.25,0.3,,0.24,,,,92.0,525.0,10.0,3.57,,,,40.0,,23.0,0.24,0.16,,,,,,1.0,0.02,0.01,2.5,0.26,0.09,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,arrowhead,,,,,"uk, british, dg","Arrowhead, boiled in unsalted water","ARROWHEAD, BOILED IN UNSALTED WATER",4.2,0.3,17.8,,91.0,,,,,,,,75.5,,,385.0,,,,11.0,2.2,43.0,140.0,610.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.13,0.03,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,arrowhead,,,,,"uk, british, dg","Arrowhead, raw","ARROWHEAD, RAW",5.0,0.3,21.5,,107.0,,,,,,,,70.6,,,448.0,,,,13.0,2.6,51.0,170.0,730.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.16,0.04,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plant,plantae,,,,,,,,,,,,,,,,,,,,,united kingdom,,,arrowroot,,,,,"uk, british, aa",Arrowroot,ARROWROOT,0.4,0.1,94.0,,355.0,94.0,,,,,,,12.2,,,1515.0,,,,7.0,2.0,8.0,27.0,18.0,5.0,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,artichoke,,,,,"uk, british, dg","Artichoke, globe, base of leaves and heart, boiled in unsalted water","ARTICHOKE, GLOBE, BASE OF LEAVES AND HEART, BOILED IN UNSALTED WATER",2.9,0.2,2.7,,18.0,,0.1,0.8,0.4,,,,84.4,,,78.0,1.3,,,44.0,0.5,27.0,40.0,330.0,15.0,0.5,0.09,,0.3,,,,15.0,90.0,,0.19,,,,,,,,,,,,,,1.0,,0.02,1.0,0.34,0.02,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,artichoke,,,,,"uk, british, dg","Artichoke, globe, boiled, weighed as served","ARTICHOKE, GLOBE, BOILED, WEIGHED AS SERVED",1.2,0.1,1.2,,8.0,,,0.3,0.2,,,,36.3,,,34.0,0.6,,,19.0,0.2,12.0,17.0,140.0,6.0,0.2,0.04,,0.1,,,,6.0,39.0,,0.08,,,,,,,,,,,,,,,,0.01,0.4,0.15,0.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,artichoke,,,,,"uk, british, dg","Artichoke, globe, raw","ARTICHOKE, GLOBE, RAW",2.8,0.2,2.7,,18.0,,0.1,0.8,0.4,,,,85.2,,,77.0,1.3,,,41.0,0.7,22.0,38.0,360.0,27.0,0.5,0.09,,0.3,,,,15.0,90.0,,0.19,,,,,,,,,,,,,,2.0,0.06,0.05,1.3,0.34,0.03,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,artichoke,,,,,"uk, british, dg","Artichoke, Jerusalem, boiled in unsalted water, flesh only","ARTICHOKE, JERUSALEM, BOILED IN UNSALTED WATER, FLESH ONLY",1.6,0.1,10.6,,41.0,,1.3,0.1,0.2,,,,80.2,,,207.0,1.6,,,30.0,0.4,11.0,33.0,420.0,3.0,0.1,0.12,,,,,,3.0,20.0,,0.2,,,,,,,,,,,,,,2.0,0.1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plant,plantae,,,,,,,,,,,,,,,,,,,,,united kingdom,,,asafoetida,,,,,"uk, british, h",Asafoetida,ASAFOETIDA,4.0,1.1,,,,,,,,,,,16.0,,,,,,,690.0,22.2,,50.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.04,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,asparagus,,,,,"uk, british, dg","Asparagus, grilled","ASPARAGUS, GRILLED",3.5,0.4,2.0,,25.1,,0.4,0.5,1.1,,,,90.9,,,106.3,2.0,,1.6,27.0,0.6,15.0,78.0,339.0,3.0,0.61,0.14,,0.16,11.0,,,39.0,114.0,229.0,1.66,,,,7.0,,1736.0,0.12,0.26,0.2,,,,,10.0,0.11,0.17,1.8,0.38,0.18,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,asparagus,,,,,"uk, british, dg","Asparagus, raw","ASPARAGUS, RAW",2.9,0.6,2.0,,25.0,0.1,0.1,0.7,1.1,,,,91.4,,,103.0,1.9,,,27.0,0.7,13.0,72.0,260.0,1.0,0.7,0.08,,0.2,1.0,,,53.0,310.0,10.0,1.16,,,,,,,,,,,,,,12.0,0.16,0.06,1.0,0.17,0.09,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,asparagus,,,,,"uk, british, dg","Asparagus, roasted in rapeseed oil","ASPARAGUS, ROASTED IN RAPESEED OIL",3.5,1.5,2.0,,35.0,,0.4,0.5,1.1,,,,89.8,,,147.0,2.0,,1.6,28.0,0.6,15.0,79.0,342.0,4.0,0.6,0.14,,0.16,11.0,,,39.0,115.0,231.0,1.59,,,,7.0,,1752.0,0.1,0.64,0.18,,,,,10.0,0.11,0.17,1.8,0.39,0.18,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,asparagus,,,,,"uk, british, dg","Asparagus, steamed","ASPARAGUS, STEAMED",2.9,0.4,1.6,,21.0,,0.3,0.4,0.9,,,,92.4,,,90.0,1.6,,1.3,23.0,0.5,12.0,66.0,283.0,3.0,0.5,0.12,,0.13,9.0,,,32.0,95.0,191.0,1.39,,,,6.0,,1450.0,0.1,0.22,0.17,,,,,8.0,0.09,0.14,1.5,0.32,0.15,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,animal product,animalia,,,,,,,,,,,,,,,,,,,,,united kingdom,,,aubergine,,,,,"uk, british, dg","Aubergine, flesh and skin, boiled in unsalted water","AUBERGINE, FLESH AND SKIN, BOILED IN UNSALTED WATER",0.7,0.5,1.8,,14.0,0.2,0.3,0.7,0.6,,,,95.2,,,59.0,1.6,,1.8,8.0,0.17,9.0,20.0,136.0,1.0,0.08,0.03,,0.15,,,,6.0,33.0,,0.02,,,,,,117.0,,,,,,,,1.0,0.01,0.01,0.1,0.04,0.03,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
